Scribe: Realistic Handriting in Tensorflow
     by Sam Greydanus



TRAINING MODE...
Namespace(alphabet=' abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ', batch_size=32, bias=1.0, data_dir='./data', data_scale=50, decay=0.95, dropout=0.85, grad_clip=10.0, kmixtures=1, learning_rate=0.0001, log_dir='./logs/', lr_decay=1.0, momentum=0.9, nbatches=500, nepochs=250, nmixtures=8, optimizer='rmsprop', rnn_size=100, save_every=500, save_path='saved/model.ckpt', sleep_time=300, style=-1, text='', train=True, tsteps=150, tsteps_per_ascii=25)

loading data...
	loaded dataset:
		11315 train individual data points
		595 valid individual data points
		353 batches
building model...
	using alphabet abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ
attempt to load saved model...
loaded model: saved/model.ckpt-53500
training...
learning rate: 9.99999974738e-05
53510/125000, loss = -2.169, regloss = -0.21841, valid_loss = -1.937, time = 0.275
56580/125000, loss = -2.057, regloss = -2.08423, valid_loss = -1.944, time = 0.402
56590/125000, loss = -2.082, regloss = -2.08669, valid_loss = -1.934, time = 0.273
56600/125000, loss = -2.054, regloss = -2.08558, valid_loss = -1.893, time = 0.268
56610/125000, loss = -2.059, regloss = -2.09223, valid_loss = -1.945, time = 0.268
56620/125000, loss = -2.079, regloss = -2.08899, valid_loss = -1.848, time = 0.273
56630/125000, loss = -2.104, regloss = -2.08373, valid_loss = -1.913, time = 0.478
56640/125000, loss = -1.751, regloss = -2.07787, valid_loss = -1.869, time = 0.407
56650/125000, loss = -2.080, regloss = -2.07446, valid_loss = -1.901, time = 0.270
56660/125000, loss = -2.102, regloss = -2.07490, valid_loss = -1.905, time = 0.268
56670/125000, loss = -2.299, regloss = -2.08179, valid_loss = -1.919, time = 0.269
56680/125000, loss = -1.877, regloss = -2.07962, valid_loss = -1.880, time = 0.272
56690/125000, loss = -2.047, regloss = -2.07822, valid_loss = -1.878, time = 0.270
56700/125000, loss = -2.062, regloss = -2.07404, valid_loss = -1.897, time = 0.268
56710/125000, loss = -2.131, regloss = -2.07763, valid_loss = -1.899, time = 0.273
56720/125000, loss = -2.033, regloss = -2.07388, valid_loss = -1.901, time = 0.267
56730/125000, loss = -2.069, regloss = -2.07953, valid_loss = -1.905, time = 0.269
56740/125000, loss = -1.917, regloss = -2.07677, valid_loss = -1.918, time = 0.273
56750/125000, loss = -2.112, regloss = -2.08061, valid_loss = -1.941, time = 0.481
56760/125000, loss = -2.177, regloss = -2.07902, valid_loss = -1.928, time = 0.401
56770/125000, loss = -2.066, regloss = -2.08267, valid_loss = -1.870, time = 0.273
56780/125000, loss = -2.006, regloss = -2.08247, valid_loss = -1.925, time = 0.272
56790/125000, loss = -2.148, regloss = -2.09136, valid_loss = -1.930, time = 0.268
56800/125000, loss = -2.122, regloss = -2.09356, valid_loss = -1.928, time = 0.272
56810/125000, loss = -2.159, regloss = -2.09322, valid_loss = -1.898, time = 0.283
56820/125000, loss = -2.257, regloss = -2.09476, valid_loss = -1.885, time = 0.422
56830/125000, loss = -2.016, regloss = -2.09590, valid_loss = -1.934, time = 0.281
56840/125000, loss = -1.988, regloss = -2.08905, valid_loss = -1.900, time = 0.272
56850/125000, loss = -1.967, regloss = -2.08383, valid_loss = -1.856, time = 0.408
56860/125000, loss = -2.062, regloss = -2.08444, valid_loss = -1.833, time = 0.272
56870/125000, loss = -2.073, regloss = -2.08212, valid_loss = -1.929, time = 0.402
56880/125000, loss = -2.076, regloss = -2.07828, valid_loss = -1.928, time = 0.285
56890/125000, loss = -1.988, regloss = -2.07627, valid_loss = -1.937, time = 0.272
56900/125000, loss = -2.144, regloss = -2.07956, valid_loss = -1.909, time = 0.271
56910/125000, loss = -2.166, regloss = -2.08055, valid_loss = -1.906, time = 0.280
56920/125000, loss = -1.967, regloss = -2.07867, valid_loss = -1.942, time = 0.276
56930/125000, loss = -2.188, regloss = -2.08619, valid_loss = -1.930, time = 0.445
56940/125000, loss = -1.947, regloss = -2.09078, valid_loss = -1.943, time = 0.322
56950/125000, loss = -2.237, regloss = -2.09337, valid_loss = -1.928, time = 0.273
56960/125000, loss = -2.165, regloss = -2.09832, valid_loss = -1.941, time = 0.402
56970/125000, loss = -2.105, regloss = -2.09869, valid_loss = -1.898, time = 0.271
56980/125000, loss = -2.007, regloss = -2.09555, valid_loss = -1.946, time = 0.268
56990/125000, loss = -2.078, regloss = -2.09318, valid_loss = -1.931, time = 0.275
learning rate: 9.99999974738e-05
SAVED MODEL
57000/125000, loss = -2.137, regloss = -2.09492, valid_loss = -1.947, time = 0.413
57010/125000, loss = -1.947, regloss = -2.09641, valid_loss = -1.957, time = 0.270
57020/125000, loss = -2.090, regloss = -2.09740, valid_loss = -1.915, time = 0.270
57030/125000, loss = -2.115, regloss = -2.09885, valid_loss = -1.949, time = 0.268
57040/125000, loss = -1.956, regloss = -2.10064, valid_loss = -1.948, time = 0.269
57050/125000, loss = -1.976, regloss = -2.09950, valid_loss = -1.917, time = 0.271
57060/125000, loss = -2.124, regloss = -2.10491, valid_loss = -1.953, time = 0.399
57070/125000, loss = -2.078, regloss = -2.10563, valid_loss = -1.928, time = 0.272
57080/125000, loss = -2.175, regloss = -2.11022, valid_loss = -1.924, time = 0.269
57090/125000, loss = -2.203, regloss = -2.10902, valid_loss = -1.939, time = 0.267
57100/125000, loss = -1.980, regloss = -2.10789, valid_loss = -1.939, time = 0.270
57110/125000, loss = -2.156, regloss = -2.10844, valid_loss = -1.916, time = 0.270
57120/125000, loss = -2.093, regloss = -2.10979, valid_loss = -1.947, time = 0.269
57130/125000, loss = -2.106, regloss = -2.10793, valid_loss = -1.931, time = 0.272
57140/125000, loss = -2.055, regloss = -2.10646, valid_loss = -1.907, time = 0.269
57150/125000, loss = -2.170, regloss = -2.11879, valid_loss = -1.930, time = 0.491
57160/125000, loss = -2.072, regloss = -2.11741, valid_loss = -1.944, time = 0.396
57170/125000, loss = -1.922, regloss = -2.11379, valid_loss = -1.918, time = 0.270
57180/125000, loss = -2.160, regloss = -2.11173, valid_loss = -1.936, time = 0.400
57190/125000, loss = -2.099, regloss = -2.11216, valid_loss = -1.933, time = 0.271
57200/125000, loss = -2.052, regloss = -2.10819, valid_loss = -1.928, time = 0.268
57210/125000, loss = -2.027, regloss = -2.10596, valid_loss = -1.925, time = 0.268
57220/125000, loss = -2.170, regloss = -2.11178, valid_loss = -1.927, time = 0.270
57230/125000, loss = -2.053, regloss = -2.11387, valid_loss = -1.916, time = 0.272
57240/125000, loss = -2.101, regloss = -2.11519, valid_loss = -1.936, time = 0.398
57250/125000, loss = -2.107, regloss = -2.10816, valid_loss = -1.933, time = 0.270
57260/125000, loss = -2.206, regloss = -2.11115, valid_loss = -1.923, time = 0.268
57270/125000, loss = -2.044, regloss = -2.11282, valid_loss = -1.948, time = 0.394
57280/125000, loss = -2.170, regloss = -2.11083, valid_loss = -1.918, time = 0.278
57290/125000, loss = -2.187, regloss = -2.11121, valid_loss = -1.916, time = 0.404
57300/125000, loss = -2.196, regloss = -2.11478, valid_loss = -1.917, time = 0.270
57310/125000, loss = -2.015, regloss = -2.11304, valid_loss = -1.941, time = 0.277
57320/125000, loss = -2.134, regloss = -2.11008, valid_loss = -1.957, time = 0.400
57330/125000, loss = -2.216, regloss = -2.11180, valid_loss = -1.946, time = 0.271
57340/125000, loss = -2.314, regloss = -2.11392, valid_loss = -1.922, time = 0.397
57350/125000, loss = -1.919, regloss = -2.11213, valid_loss = -1.908, time = 0.287
57360/125000, loss = -2.193, regloss = -2.11589, valid_loss = -1.938, time = 0.279
57370/125000, loss = -2.153, regloss = -2.11104, valid_loss = -1.934, time = 0.272
57380/125000, loss = -2.142, regloss = -2.11131, valid_loss = -1.900, time = 0.269
57390/125000, loss = -2.151, regloss = -2.10892, valid_loss = -1.953, time = 0.266
57400/125000, loss = -2.133, regloss = -2.10799, valid_loss = -1.934, time = 0.453
57410/125000, loss = -2.155, regloss = -2.11027, valid_loss = -1.922, time = 0.378
57420/125000, loss = -2.100, regloss = -2.11530, valid_loss = -1.959, time = 0.276
57430/125000, loss = -2.127, regloss = -2.12225, valid_loss = -1.922, time = 0.396
57440/125000, loss = -2.141, regloss = -2.11993, valid_loss = -1.917, time = 0.266
57450/125000, loss = -2.239, regloss = -2.11680, valid_loss = -1.942, time = 0.266
57460/125000, loss = -2.095, regloss = -2.11739, valid_loss = -1.934, time = 0.266
57470/125000, loss = -2.009, regloss = -2.11487, valid_loss = -1.905, time = 0.268
57480/125000, loss = -2.121, regloss = -2.11430, valid_loss = -1.930, time = 0.294
57490/125000, loss = -2.054, regloss = -2.11884, valid_loss = -1.926, time = 0.397
learning rate: 9.99999974738e-05
SAVED MODEL
57500/125000, loss = -2.022, regloss = -2.12584, valid_loss = -1.897, time = 0.406
57510/125000, loss = -2.128, regloss = -2.12547, valid_loss = -1.940, time = 0.268
57520/125000, loss = -2.119, regloss = -2.12153, valid_loss = -1.950, time = 0.267
57530/125000, loss = -2.225, regloss = -2.11993, valid_loss = -1.933, time = 0.268
57540/125000, loss = -1.900, regloss = -2.11215, valid_loss = -1.928, time = 0.268
57550/125000, loss = -2.174, regloss = -2.11215, valid_loss = -1.930, time = 0.267
57560/125000, loss = -2.253, regloss = -2.10874, valid_loss = -1.909, time = 0.269
57570/125000, loss = -2.040, regloss = -2.11132, valid_loss = -1.945, time = 0.269
57580/125000, loss = -1.992, regloss = -2.10789, valid_loss = -1.942, time = 0.473
57590/125000, loss = -2.013, regloss = -2.10958, valid_loss = -1.917, time = 0.401
57600/125000, loss = -1.965, regloss = -2.10993, valid_loss = -1.945, time = 0.278
57610/125000, loss = -2.006, regloss = -2.10688, valid_loss = -1.930, time = 0.268
57620/125000, loss = -2.141, regloss = -2.10910, valid_loss = -1.925, time = 0.269
57630/125000, loss = -2.085, regloss = -2.10783, valid_loss = -1.934, time = 0.269
57640/125000, loss = -2.096, regloss = -2.10718, valid_loss = -1.945, time = 0.472
57650/125000, loss = -2.243, regloss = -2.11482, valid_loss = -1.918, time = 0.400
57660/125000, loss = -2.031, regloss = -2.11688, valid_loss = -1.939, time = 0.269
57670/125000, loss = -2.025, regloss = -2.11501, valid_loss = -1.933, time = 0.268
57680/125000, loss = -2.074, regloss = -2.11562, valid_loss = -1.910, time = 0.267
57690/125000, loss = -2.061, regloss = -2.11329, valid_loss = -1.958, time = 0.270
57700/125000, loss = -2.173, regloss = -2.11424, valid_loss = -1.936, time = 0.268
57710/125000, loss = -2.187, regloss = -2.11380, valid_loss = -1.911, time = 0.463
57720/125000, loss = -1.968, regloss = -2.11047, valid_loss = -1.951, time = 0.387
57730/125000, loss = -2.356, regloss = -2.10677, valid_loss = -1.922, time = 0.276
57740/125000, loss = -2.069, regloss = -2.10674, valid_loss = -1.945, time = 0.397
57750/125000, loss = -2.074, regloss = -2.10529, valid_loss = -1.910, time = 0.268
57760/125000, loss = -1.997, regloss = -2.10768, valid_loss = -1.939, time = 0.339
57770/125000, loss = -2.155, regloss = -2.11184, valid_loss = -1.908, time = 0.336
57780/125000, loss = -2.160, regloss = -2.10796, valid_loss = -1.941, time = 0.269
57790/125000, loss = -2.099, regloss = -2.11023, valid_loss = -1.925, time = 0.398
57800/125000, loss = -2.007, regloss = -2.11234, valid_loss = -1.925, time = 0.267
57810/125000, loss = -2.130, regloss = -2.11798, valid_loss = -1.946, time = 0.383
57820/125000, loss = -2.232, regloss = -2.11844, valid_loss = -1.929, time = 0.296
57830/125000, loss = -2.107, regloss = -2.11597, valid_loss = -1.915, time = 0.268
57840/125000, loss = -2.196, regloss = -2.12269, valid_loss = -1.941, time = 0.396
57850/125000, loss = -2.107, regloss = -2.12127, valid_loss = -1.926, time = 0.271
57860/125000, loss = -2.185, regloss = -2.12095, valid_loss = -1.929, time = 0.267
57870/125000, loss = -2.140, regloss = -2.12401, valid_loss = -1.943, time = 0.267
57880/125000, loss = -2.137, regloss = -2.12203, valid_loss = -1.925, time = 0.269
57890/125000, loss = -2.113, regloss = -2.11894, valid_loss = -1.939, time = 0.480
57900/125000, loss = -2.172, regloss = -2.11656, valid_loss = -1.951, time = 0.396
57910/125000, loss = -2.144, regloss = -2.11697, valid_loss = -1.922, time = 0.268
57920/125000, loss = -2.217, regloss = -2.11728, valid_loss = -1.927, time = 0.268
57930/125000, loss = -2.203, regloss = -2.11622, valid_loss = -1.945, time = 0.396
57940/125000, loss = -1.957, regloss = -2.11268, valid_loss = -1.924, time = 0.270
57950/125000, loss = -2.059, regloss = -2.10306, valid_loss = -1.932, time = 0.398
57960/125000, loss = -2.143, regloss = -2.10520, valid_loss = -1.951, time = 0.284
57970/125000, loss = -2.134, regloss = -2.10775, valid_loss = -1.942, time = 0.268
57980/125000, loss = -2.181, regloss = -2.10709, valid_loss = -1.926, time = 0.397
57990/125000, loss = -2.207, regloss = -2.10487, valid_loss = -1.947, time = 0.270
learning rate: 9.99999974738e-05
SAVED MODEL
58000/125000, loss = -2.119, regloss = -2.10868, valid_loss = -1.928, time = 0.285
58010/125000, loss = -1.993, regloss = -2.10628, valid_loss = -1.916, time = 0.267
58020/125000, loss = -2.152, regloss = -2.10221, valid_loss = -1.930, time = 0.267
58030/125000, loss = -2.216, regloss = -2.10658, valid_loss = -1.917, time = 0.269
58040/125000, loss = -2.070, regloss = -2.10578, valid_loss = -1.913, time = 0.398
58050/125000, loss = -2.215, regloss = -2.10627, valid_loss = -1.921, time = 0.289
58060/125000, loss = -2.179, regloss = -2.10926, valid_loss = -1.933, time = 0.269
58070/125000, loss = -2.219, regloss = -2.11348, valid_loss = -1.924, time = 0.396
58080/125000, loss = -1.882, regloss = -2.11173, valid_loss = -1.938, time = 0.269
58090/125000, loss = -2.117, regloss = -2.11313, valid_loss = -1.941, time = 0.395
58100/125000, loss = -2.155, regloss = -2.11234, valid_loss = -1.923, time = 0.281
58110/125000, loss = -2.325, regloss = -2.11086, valid_loss = -1.948, time = 0.268
58120/125000, loss = -2.096, regloss = -2.11369, valid_loss = -1.950, time = 0.401
58130/125000, loss = -2.228, regloss = -2.12022, valid_loss = -1.938, time = 0.266
58140/125000, loss = -1.947, regloss = -2.11368, valid_loss = -1.947, time = 0.273
58150/125000, loss = -2.020, regloss = -2.11271, valid_loss = -1.943, time = 0.270
58160/125000, loss = -2.097, regloss = -2.10566, valid_loss = -1.908, time = 0.268
58170/125000, loss = -2.254, regloss = -2.10886, valid_loss = -1.924, time = 0.481
58180/125000, loss = -2.067, regloss = -2.10793, valid_loss = -1.935, time = 0.395
58190/125000, loss = -2.164, regloss = -2.10991, valid_loss = -1.946, time = 0.268
58200/125000, loss = -2.115, regloss = -2.11015, valid_loss = -1.912, time = 0.266
58210/125000, loss = -2.138, regloss = -2.11114, valid_loss = -1.916, time = 0.393
58220/125000, loss = -2.012, regloss = -2.11222, valid_loss = -1.923, time = 0.268
58230/125000, loss = -2.080, regloss = -2.10974, valid_loss = -1.925, time = 0.400
58240/125000, loss = -2.175, regloss = -2.11032, valid_loss = -1.930, time = 0.269
58250/125000, loss = -2.097, regloss = -2.10798, valid_loss = -1.922, time = 0.267
58260/125000, loss = -2.170, regloss = -2.10718, valid_loss = -1.966, time = 0.394
58270/125000, loss = -2.186, regloss = -2.10772, valid_loss = -1.947, time = 0.268
58280/125000, loss = -2.255, regloss = -2.10359, valid_loss = -1.914, time = 0.405
58290/125000, loss = -2.142, regloss = -2.10188, valid_loss = -1.946, time = 0.268
58300/125000, loss = -2.072, regloss = -2.09909, valid_loss = -1.940, time = 0.269
58310/125000, loss = -2.067, regloss = -2.10064, valid_loss = -1.926, time = 0.396
58320/125000, loss = -2.040, regloss = -2.10479, valid_loss = -1.947, time = 0.269
58330/125000, loss = -2.086, regloss = -2.10879, valid_loss = -1.950, time = 0.399
58340/125000, loss = -1.996, regloss = -2.11433, valid_loss = -1.926, time = 0.268
58350/125000, loss = -2.107, regloss = -2.11560, valid_loss = -1.947, time = 0.269
58360/125000, loss = -2.204, regloss = -2.11582, valid_loss = -1.926, time = 0.394
58370/125000, loss = -2.172, regloss = -2.11532, valid_loss = -1.914, time = 0.268
58380/125000, loss = -2.175, regloss = -2.11768, valid_loss = -1.929, time = 0.396
58390/125000, loss = -2.152, regloss = -2.11795, valid_loss = -1.938, time = 0.268
58400/125000, loss = -2.116, regloss = -2.11671, valid_loss = -1.922, time = 0.270
58410/125000, loss = -1.983, regloss = -2.11153, valid_loss = -1.926, time = 0.408
58420/125000, loss = -2.197, regloss = -2.11662, valid_loss = -1.930, time = 0.281
58430/125000, loss = -2.113, regloss = -2.11848, valid_loss = -1.912, time = 0.270
58440/125000, loss = -1.991, regloss = -2.11849, valid_loss = -1.948, time = 0.267
58450/125000, loss = -2.087, regloss = -2.12199, valid_loss = -1.948, time = 0.267
58460/125000, loss = -2.189, regloss = -2.12245, valid_loss = -1.924, time = 0.465
58470/125000, loss = -2.061, regloss = -2.12148, valid_loss = -1.958, time = 0.391
58480/125000, loss = -1.997, regloss = -2.12152, valid_loss = -1.953, time = 0.276
58490/125000, loss = -2.010, regloss = -2.12277, valid_loss = -1.894, time = 0.266
learning rate: 9.99999974738e-05
SAVED MODEL
58500/125000, loss = -2.033, regloss = -2.11463, valid_loss = -1.936, time = 0.479
58510/125000, loss = -2.123, regloss = -2.11429, valid_loss = -1.929, time = 0.393
58520/125000, loss = -2.249, regloss = -2.11399, valid_loss = -1.927, time = 0.268
58530/125000, loss = -2.093, regloss = -2.11307, valid_loss = -1.937, time = 0.267
58540/125000, loss = -1.961, regloss = -2.11320, valid_loss = -1.928, time = 0.392
58550/125000, loss = -2.302, regloss = -2.12147, valid_loss = -1.921, time = 0.267
58560/125000, loss = -2.304, regloss = -2.12580, valid_loss = -1.944, time = 0.399
58570/125000, loss = -2.168, regloss = -2.12810, valid_loss = -1.934, time = 0.267
58580/125000, loss = -2.207, regloss = -2.12901, valid_loss = -1.925, time = 0.276
58590/125000, loss = -2.099, regloss = -2.12917, valid_loss = -1.924, time = 0.396
58600/125000, loss = -2.096, regloss = -2.12880, valid_loss = -1.926, time = 0.267
58610/125000, loss = -2.227, regloss = -2.12476, valid_loss = -1.892, time = 0.266
58620/125000, loss = -2.151, regloss = -2.12405, valid_loss = -1.928, time = 0.267
58630/125000, loss = -2.078, regloss = -2.12507, valid_loss = -1.870, time = 0.267
58640/125000, loss = -1.957, regloss = -2.11812, valid_loss = -1.883, time = 0.468
58650/125000, loss = -2.241, regloss = -2.11637, valid_loss = -1.907, time = 0.390
58660/125000, loss = -2.140, regloss = -2.11336, valid_loss = -1.899, time = 0.266
58670/125000, loss = -2.082, regloss = -2.10564, valid_loss = -1.875, time = 0.266
58680/125000, loss = -1.984, regloss = -2.09606, valid_loss = -1.886, time = 0.400
58690/125000, loss = -1.996, regloss = -2.08633, valid_loss = -1.867, time = 0.277
58700/125000, loss = -2.096, regloss = -2.08156, valid_loss = -1.915, time = 0.266
58710/125000, loss = -1.988, regloss = -2.07663, valid_loss = -1.899, time = 0.266
58720/125000, loss = -2.144, regloss = -2.07817, valid_loss = -1.905, time = 0.266
58730/125000, loss = -2.028, regloss = -2.07929, valid_loss = -1.901, time = 0.469
58740/125000, loss = -1.978, regloss = -2.07621, valid_loss = -1.865, time = 0.392
58750/125000, loss = -1.931, regloss = -2.07416, valid_loss = -1.920, time = 0.267
58760/125000, loss = -1.995, regloss = -2.07373, valid_loss = -1.917, time = 0.314
58770/125000, loss = -2.187, regloss = -2.07705, valid_loss = -1.929, time = 0.367
58780/125000, loss = -1.946, regloss = -2.08174, valid_loss = -1.906, time = 0.268
58790/125000, loss = -2.167, regloss = -2.08463, valid_loss = -1.933, time = 0.391
58800/125000, loss = -1.973, regloss = -2.08192, valid_loss = -1.909, time = 0.275
58810/125000, loss = -2.160, regloss = -2.08452, valid_loss = -1.922, time = 0.270
58820/125000, loss = -2.008, regloss = -2.08413, valid_loss = -1.908, time = 0.400
58830/125000, loss = -2.118, regloss = -2.08430, valid_loss = -1.929, time = 0.266
58840/125000, loss = -2.179, regloss = -2.08509, valid_loss = -1.897, time = 0.392
58850/125000, loss = -2.122, regloss = -2.08516, valid_loss = -1.932, time = 0.266
58860/125000, loss = -1.975, regloss = -2.08767, valid_loss = -1.878, time = 0.268
58870/125000, loss = -2.165, regloss = -2.08758, valid_loss = -1.917, time = 0.389
